ID,Title,Topic,Category,URL,Description,Words,Duration,YouTube Title,Video Path
128,KANNADA - REVOLUTIONARY TRAIN - 03 MAY 2015 -,4,Electricity and magnets,https://www.youtube.com/watch?v=APpRBRCIjj0,"We are going to make a truly revolutionary train. As you place the two magnets and battery inside a bare copper coil the trains shoots like a bullet. You will need BARE Copper Wire, Strong Neodymium Magnets and one AAA High Power Battery. Wind Bare Copper wire 19-gauge on a rod which is slightly thicker than the diameter of the Magnets. This is the coil. Then take one AAA High Power, rechargeable battery and stick two Neodymium Magnets on its ends. The diameter of the magnets should be slightly more than the battery. This reduces FRICTION. 

Here the battery provides the power and the two magnets on its ends complete the circuit through the Bare Copper Coil. And then the train goes ZOOM like a bullet train. You can reverse the battery and put it from the other end and it will emerge from the starting end. Well an Insulated Copper wire coil does not complete the circuit. And the train will not work. 

Here is much longer bare copper wire coil. Put the train from one end and it emerges from the other end. You can have fun with two trains. Put one after the other and both emerge one after the other. Now put one train and then close the coil loop. Then the train will keep circling round and round the elliptical tunnel. You can also put two trains – one after the other and close the coil. Both trains will keep circling. You can remove one but the other train will still keep circling. Your train can even negotiate a hump. See these students having amazing fun with this wonderful train.","wire, coil, battery, magnets, copper, strong, stick, neodymium, insulated, train, circuit, round, power, rod, close, inside, amazing, complete, bare, wind, fun, loop, remove, wonderful, circling, gauge, trains, slightly, aaa, students, zoom, diameter, reverse, bullet, emerge, starting, friction, elliptical, reduces, shoots, emerges, hump, negotiate, rechargeable, revolutionary, thicker, tunnel",3 MIN 01 SEC,Revolutionary Train | Kannada,downloads/Revolutionary Train | Kannada.mp4
129,KANNADA - WOW MOTOR - 03 MAY 2015 -,4,Electricity and magnets,https://www.youtube.com/watch?v=LJs4RHrpwJI,"This is the simplest electric motor that one can make. Wow Motor. All you need is a small piece of BARE copper wire, a small AAA battery and a Neodymium magnet. 
Take a copper wire and bend it in the middle to make a notch. Curve it on the other sides to make a heart like shape. Make small circles at the bottom so that they touch the magnet and complete the circuit. The small piece of wire acts like a coil and battery provides the current or the energy. This energy is used to rotate the cooper wire in our motor. 
We can make this motor with wire on one side only but it gets harder to balance so curving the wire on both sides keeps the wire balanced while it is rotating.
The torque generated acts on the horizontal part of the wire and magnet.
 You can make another shape like Gandhiji’s glasses.
Yet another one like this a spiral with a notch at the top and circle at the bottom to make contacts with battery and magnet.
This is an amazing toy, simplest rail you can make. Powered by a small battery it has no annoying wires hanging out.
You need couple of Neodymium magnets and a metallic channel or a track to run the train on.
 
Take the magnets such that they repel and now sandwich the battery between them. This is the right position of the magnets. If your train doesn’t move you might have to interchange the magnet positions.
Now place this train on the tracks and we are ready to roll. Place the aluminum strips on the two channels thereby completing the circuit. Current flowing from the battery and magnets cause a torque which rolls the magnets. The energy comes from the battery. 
When you change the direction of the battery the train direction also reverses.","wire, motor, coil, magnet, battery, magnets, copper, current, neodymium, aluminum, top, rotating, train, circuit, electric, piece, rotate, direction, balance, amazing, complete, bare, middle, repel, energy, wires, touch, move, torque, bottom, ready, shape, simplest, acts, change, heart, hanging, aaa, run, circles, generated, completing, notch, circle, track, reverses, spiral, position, roll, strips, bend, rail, tracks, horizontal, powered, interchange, curve, channel, flowing, harder, balanced, rolls, glasses, annoying, channels, contacts, cooper, couple, curving, doesn’t, gandhiji’s, metallic, positions, sandwich, wow",1 MIN 53 SEC,Wow Motor | Kannada,downloads/Wow Motor | Kannada.mp4
130,KANNADA - SPINNING WHEEL CHARKHA GENERATOR - 10 AUG 2015 -,4,Electricity and magnets,https://www.youtube.com/watch?v=wUqDBEo2kT8,"As you spin the CHARKHA or the Spinning Wheel it powers a Mini Generator and lights an LED. Gandhiji fought British imperialism by inspiring Indians to boycott Manchester cloth and spin their own yarn. As you rotate the handle the spindle spins and draws out a sliver of thread from a cotton ball. In the Charkha a big pulley drives a small pulley and spins it at a very-very fast speed. What you see is a Mini Generator – it has a coil with 1000 turns of Insulated Copper wire the ends of which are attached to a LED. Two strong Neodymium Magnets spin in the middle. Now you attach the axle of the generator to the spindle of the spinning wheel. This is done with the help of a small piece of ball pen refill – which acts like a coupling. 
Now as you spin the Charkha handle the strong Neodymium magnets spin inside the coil. This spinning magnetic field creates a small current in the coil. These current lights the LED. This Mini Generator shows the scientific principle behind the biggest Generators in the world. They all work on the same principle. The spinning magnets produce a current in the coil lightening the LED. The best way to learn science is to make your own simple models. ","wire, coil, magnets, led, copper, strong, current, pulley, neodymium, magnetic, field, spin, spinning, insulated, generator, thread, simple, attach, piece, rotate, lights, handle, inside, attached, spins, middle, speed, fast, produce, principle, ball, acts, science, axle, charkha, mini, generators, creates, wheel, spindle, refill, scientific, coupling, models, powers, drives, yarn, world, biggest, cloth, lightening, british, learn, boycott, draws, fought, gandhiji, imperialism, indians, inspiring, manchester, sliver, cotton, pen",2 MIN 16 SEC,Spinning Wheel Charakha Generator | Kannada,downloads/Spinning Wheel Charakha Generator | Kannada.mp4
131,KANNADA - MOTOR WITH MERRY GO ROUND - 17 JAN 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=tWebGmn-GaU,"In this Project we attach a Merry Go Round to a Homo polar Motor. So, it becomes both a great toy and a splendid science model. For making it you need two Neodymium Magnets, 
1-5-volt Battery and 25-gauge Bare Copper Wire and an improvised Merry Go Round. The Neodymium Magnets will stick to the Steel Scissors. Stick the magnets to the base of a 1.5-volt Battery and shape the BARE COPPER WIRE in this shape. The circular loop on top will be the pivot and the curved parts will touch the magnets thus completing the electrical circuit. This will make the wire loop spin round and round. This is called the Homo polar Motor.
Now insert a small stick on the top wire loop and fix a cone on the stick ends. Hang six equally spaced beads on the cone. On giving the wire loop a kick start the Homo polar motor will start spinning. First it will spin slowly and then it will gain speed and the beads hanging by threads will lift up as in a Merry Go Round.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","wire, motor, battery, magnets, copper, stick, neodymium, volt, spin, spinning, top, circuit, attach, round, steel, start, fix, electrical, rupner, bare, speed, beads, loop, insert, touch, hang, 1.5, model, slowly, called, shape, gauge, base, hanging, merry, science, circular, homo, polar, project, completing, spaced, lift, splendid, equally, giving, curved, kick, gain, scissors, improvised, threads, pivot, cone",2 MIN 12 SEC,Motor with Merry go round | Kannada,downloads/Motor with Merry go round | Kannada.mp4
132,KANNADA - OPEN GENERATOR - 21 JAN 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=V2NuHTVFcQM,"As you move the bow left and right the strong magnets spin inside a coil. This spinning magnet field generates an EMF and lights the LED. To make this Open Generator you will need a coil of 1000 turns made of 38-gauge insulated copper wire, neodymium magnets, LED, knitting needle etc. First wind 1000 turns of insulated copper wire on a bottle to make the coil. Scrap the insulation from the ends of the coil to expose the copper and then attach them to a LED.
Then stick two neodymium magnets on the ends of a rubber piece. Weave a knitting needle through the rubber. As you spin the magnets in the coil the LED should light up.
Now mount the magnets and coil on an upright wooden frame. Place the bow on the knitting needle. As you move the bow left and right the strong magnets will spin inside the coil creating an EMF. This current will light the LED. This simple models depicts the working on an Electrical Generator.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","wire, coil, magnet, magnets, led, copper, strong, current, stick, neodymium, field, light, spin, rubber, spinning, insulated, generator, left, simple, attach, piece, lights, needle, inside, mount, electrical, rupner, wooden, wind, emf, move, insulation, bow, gauge, frame, knitting, generates, expose, weave, models, creating, upright, scrap, depicts, bottle",2 MIN 27 SEC,Open Generator | Kannada,downloads/Open Generator | Kannada.mp4
133,KANNADA - COIN MOTOR - 24 JAN 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=bE8AgPxOvDM,"Well what you are seeing is a splendid Homopolar Motor. To make this simple Coin Motor you need a cylindrical Neodymium Strong Magnet, a 1.5-volt Normal Torch Battery, three nickel coins which stick to the magnet and some electrical wire. Stick the magnet in the centre of the small coin. Then stand the two big coins one on top of the other. Because of the strong magnet you will be able to make this formation very easily. Take the battery and suspend the assembly of the coins and magnet from the button of the battery. Take a 20-cm long electrical wire. Connect one end to the flat base of the battery. Now touch the other end of the wire to the rim of the magnet. This will complete the electrical circuit because the coins will be able to conduct electricity. Then the three coins and the magnet will start spinning very fast like a motor. Thousands of students have enjoyed making this motor. We are sure you will love it too.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","wire, motor, magnet, battery, strong, stick, neodymium, volt, spinning, connect, top, circuit, simple, start, electrical, rupner, complete, electricity, fast, touch, 1.5, cylindrical, stand, torch, base, formation, students, easily, normal, centre, splendid, homopolar, love, assembly, button, thousands, conduct, enjoyed, suspend, nickel, flat, rim, coins, coin",1 MIN 50 SEC,Coin  Motor | Kannada,downloads/Coin  Motor | Kannada.mp4
134,KANNADA - MAGNETIC ROTATION - EULER'S DISC - 24 JAN 2016 -,2,Water and surfaces,https://www.youtube.com/watch?v=El5I_ScIz_s,"Enjoy the fascinating motion of the strong Neodymium Magnets and the steel Rod. To perform this unusual experiment you need two Neodymium magnets – one ring, other cylindrical, one glass sheet and a 12-cm steel rod. Stick the steel rod to the cylindrical magnet. Place the ring magnet on top of the glass sheet. Stick the other magnet and rod to it from below. Now give the rod a twirl. The rod will keep twirling for a very long time.
A spinning disc on a flat surface is sometimes called Euler’s Disc – named after the Swiss mathematician and Leonard Euler. The secret to this unusual motion is the very low energy loss due to friction. Like the Magnetically Levitated Train a small amount of energy produces a very large amount of motion.
An object in motion tends to remain in motion unless operated by an external force. It would remain in motion were it not for air friction and gravity pulling it against the attraction of the other magnet. The rod speeds up because of CONSERVATION OF MOMENTUM. As the rotational diameter of the rod decreases its speed of spin increases like an Ice Skating Spinner.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","glass, ring, experiment, surface, force, air, spin, rod, top, rupner, amount, motion, speed, low, momentum, diameter, energy, steel, remain, gravity, object, stick, perform, due, cylindrical, loss, unusual, friction, increases, attraction, time, strong, secret, mathematician, disc, conservation, train, called, spinning, external, enjoy, flat, decreases, euler, euler’s, leonard, levitated, magnetically, named, skating, speeds, swiss, rotational, fascinating, pulling, twirling, operated, produces, ice, neodymium, sheet, twirl, magnet, magnets, spinner",3 MIN 05 SEC,Magnetic Rotation | Euler's Disc | Kannada,downloads/Magnetic Rotation | Euler's Disc | Kannada.mp4
134,KANNADA - MAGNETIC ROTATION - 24 JAN 2016 -,2,Water and surfaces,https://www.youtube.com/watch?v=El5I_ScIz_s,"Enjoy the fascinating motion of the strong Neodymium Magnets and the steel Rod. To perform this unusual experiment you need two Neodymium magnets – one ring, other cylindrical, one glass sheet and a 12-cm steel rod. Stick the steel rod to the cylindrical magnet. Place the ring magnet on top of the glass sheet. Stick the other magnet and rod to it from below. Now give the rod a twirl. The rod will keep twirling for a very long time.
A spinning disc on a flat surface is sometimes called Euler’s Disc – named after the Swiss mathematician and Leonard Euler. The secret to this unusual motion is the very low energy loss due to friction. Like the Magnetically Levitated Train a small amount of energy produces a very large amount of motion.
An object in motion tends to remain in motion unless operated by an external force. It would remain in motion were it not for air friction and gravity pulling it against the attraction of the other magnet. The rod speeds up because of CONSERVATION OF MOMENTUM. As the rotational diameter of the rod decreases its speed of spin increases like an Ice Skating Spinner.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","glass, ring, experiment, surface, force, air, spin, rod, top, rupner, amount, motion, speed, low, momentum, diameter, energy, steel, remain, gravity, object, stick, perform, due, cylindrical, loss, unusual, friction, increases, attraction, time, strong, secret, mathematician, disc, conservation, train, called, spinning, external, enjoy, flat, decreases, euler, euler’s, leonard, levitated, magnetically, named, skating, speeds, swiss, rotational, fascinating, pulling, twirling, operated, produces, ice, neodymium, sheet, twirl, magnet, magnets, spinner",3 MIN 05 SEC,Magnetic Rotation | Euler's Disc | Kannada,downloads/Magnetic Rotation | Euler's Disc | Kannada.mp4
135,KANNADA - TOY MOTOR LIGHTHOUSE - 25 JAN 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=4MMOhWyuFas,"As you crank the handle an LED glows like the beacon of a LIGHTHOUSE. To make this Lighthouse you need a 6-volt Toy Motor, LED, old DVDs. Screws / Nuts and some other simple materials. To make the BIG Pulley you will need two old DVDS, a corrugated box disk and rubber glue. Apply glue on the DVD, let it dry and then stick the smaller corrugated cardboard disc in its centre. Then apply glue on the cardboard disc and stick the second DVD on top of it. This will make a big pulley with a groove. Stick steel washers on both DVDs as shown. Make a midway hole in the DVDs and fix a long screw with a nut for the Pulley Handle. Place a loose screw through the centre of the Pulley. Weave a Sewing Machine Bobbin on the other end as a Spacer. Place the screw in the vertical arm of the Wooden Stand. The Pulley must spin smoothly on rotating the handle.
Connect a LED to a 6-volt Toy Motor. Fix a small pulley on the Motor Shaft. On spinning the shaft the motor will generate current and the LED will light up. Mount the Motor-LED assembly with a clamp on top of the wooden arm. Finally connect the small pulley to the DVD big pulley with a big rubber band. 
Now the LIGHTHOUSE is ready. As you crank the handle the big pulley spins the motor pulley very fast. This generates an EMF and the current is sufficient to light up the LIGHTHOUSE LED. This model also shows that a MOTOR can be easily converted into a GENERATOR 



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","motor, led, current, pulley, stick, light, volt, spin, rubber, spinning, connect, top, generator, rotating, simple, band, steel, disc, handle, fix, mount, rupner, shaft, screw, glue, spins, wooden, box, fast, screws, emf, generate, machine, model, hole, loose, ready, crank, stand, lighthouse, glows, dvds, apply, nuts, easily, washers, materials, finally, dvd, sufficient, generates, bobbin, centre, vertical, weave, corrugated, nut, shown, cardboard, sewing, arm, groove, dry, smoothly, assembly, converted, beacon, clamp, disk, midway, spacer",2 MIN 49 SEC,Toy Motor Lighthouse | Kannada,downloads/Toy Motor Lighthouse | Kannada.mp4
136,KANNADA - FUN WITH MOTOR - 03 JAN 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=togRHgF1PbU,"This simple DC motor was designed by Sanjay Kapoor and Tarun Sharma. This is made out of coil made out of 135 turns of insulated copper wire 35 gauges, magnets, battery pack and stand to hold the coil.
After the setting the stand places the magnets at the bottom, connect the battery and place the coil in the curved aluminum loop. The circuit is complete and the coil starts to turn getting its energy from the battery. The interesting thing you can see about the coil is that its ends are uninsulated (we have scraped the insulation) completely on one side. However on the other side half the insulation is still present. This is the key to running this simple DC motor. When the uninsulated part of the coil comes in contact with the aluminum wire it experience s torque which tends to rotate the coil in one direction. However when it turns 180 degrees it would have experienced the torque in other direction. This would have stopped the motor. To prevent this situation half the insulation was left on the end of the coil so no current flowed and hence the motor did not receive any torque half the time in one turn.
If you attach an LED it lights up whenever the uninsulated part of coil comes in contact with aluminum.
If you take the magnets and put them on top the coil changes its direction as direction magnetic field is reversed and hence direction of torque is also reversed.

So have fun with this simple DC motor.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","wire, motor, coil, battery, magnets, led, copper, current, magnetic, field, aluminum, connect, insulated, top, circuit, left, simple, attach, rotate, lights, direction, time, starts, rupner, complete, dc, fun, loop, energy, insulation, designed, torque, bottom, stand, half, contact, hold, uninsulated, scraped, pack, experience, reversed, receive, curved, prevent, running, completely, key, 135, experienced, flowed, gauges, kapoor, sanjay, setting, sharma, situation, stopped, tarun, degrees",2 MIN 12 SEC,Fun With Motor | Kannada,downloads/Fun With Motor | Kannada.mp4
137,KANNADA - HIGH VOLTAGE EXPERIMENTS - 03 JULY 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=NWOE-HZnzu4,"Today we will see how a low-cost Discharge Tube can be made using readily available materials. For that we will need a High voltage circuit, Discharge Tube and a Vacuum Pump. This is the circuit diagram. The High voltage circuit is mounted on a piece of plywood. On my left is the INPUT connection of 230-volt AC. The final OUTPUR of 2000-volts is on my right. There are two transformers T1 and T2. One transformer provides 12-volts, 3-amperes, and the other provides 12-volt, 1-ampere. The 12-volts, 3-amperes are rectified through a relay - which is an electromagnetic switch and is then fed to the primary of the Ignition Coil. This Ignition Coil is salvaged from a 2-wheeler scooter. This coil ignites the petrol in your scooter. This high voltage 230-volt capacitor is connected to the switch inside the relay. It absorbs the high voltage generated because of the back EMF of the Ignition Coil. The transformer T2 supplies power to the coil of the relay which supplies ON / OFF intermittent supply to the primary of the Ignition Coil. This provides a High Voltage across these two terminals. The rectifying circuit has a rectifying diode. It provides the DC supply to the input of the transformer.
How to construct the Discharge Tube using readily available materials? This is a Borosil Capillary.  The rubber cap has a syringe injection needle. Stick it with a bit of Feviquick glue. Fix the other cap with a pin on the other side. Make a small capillary like this – the distance between the 2 electrodes should be approximately 4-cm. Connect the High Voltage output to the two ends of the Discharge Tube. The big syringe is our vacuum pump and it has to be connected to the syringe needle. Now switch on the power supply and pull out the plunger from the syringe to create a vacuum. Soon you will see a fascinating electric discharge. The hum is because of the transformers. You can see every time the plunger sucks out air there will be an electric discharge.
 
In this experiment we will see how a High Electric Field affects the flame of a wax candle. We will connect these two vertical electrodes with a High Voltage supply. The candle flame is between the two tin foil plates. On switching the High Voltage Electric supply the candle flame bends to one side.
 
In this experiment we will demonstrate what happens when High Voltage is applied between two aluminum foils hanging from two electrodes. Then we will insert an insulator – a glass plate between the two foils. The glass plate will act like a dielectric. The glass plate will concentrate the field between the two aluminum foils and will thus increase the force acting between them. This action will be manifest with the two foils coming close to each other after the insulating glass plate is introduced between the foils. Now we switch on the power supply. On inserting the glass plate between the aluminum foils the field between them is concentrated and they come close to one another. This effect can be clearly seen in this experiment. 



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar

Dubbed in Kannada by PK Nanawaty","coil, stick, field, volt, rubber, aluminum, switch, connect, circuit, electric, left, experiment, piece, voltage, connected, power, needle, time, primary, close, fix, inside, ac, rupner, dc, glue, insert, capacitor, supply, emf, switching, plate, syringe, pull, effect, discharge, foils, force, demonstrate, mounted, electrodes, transformer, terminals, tube, increase, hanging, distance, action, ignition, transformers, electromagnetic, materials, inserting, relay, volts, 230, input, construct, generated, vertical, act, pump, cap, plunger, concentrated, bends, amperes, capillary, rectifying, scooter, supplies, concentrate, cost, t2, readily, vacuum, fascinating, salvaged, foil, output, bit, tin, plates, diagram, injection, final, 2000, acting, affects, ampere, applied, connection, dielectric, diode, fed, feviquick, hum, ignites, insulating, insulator, intermittent, introduced, manifest, outpur, petrol, plywood, rectified, wheeler, coming, approximately, t1, absorbs, borosil, sucks, flame, low, create, pin, air, wax, glass, candle",5 MIN 24 SEC,High Voltage Experiments | Kannada,downloads/High Voltage Experiments | Kannada.mp4
138,KANNADA - HANDY GENERATOR - 03 JULY 2016 -,4,Electricity and magnets,https://www.youtube.com/watch?v=Sk7WHzNSLB4,"When you press a lever repeatedly an L.E.D. lights up! For making this Handy Generator you will need a readymade hand operated FAN, a film reel can, neodymium magnets, 35-gauge insulated copper wire, L.E.D, spoke, straw etc. First make a through hole in the film can. Insert a stiff straw through this hole. Cut the straw in the middle. Then push a piece of cycle spoke with a piece of rubber in the middle. Stick two 10-cm cylindrical neodymium magnets on the rubber piece. On rotating the spoke the magnets will spin. For the coil, wrap 1000-turns of 35-gauge insulated copper wire on top of the film can. Scrape both ends of the coil to expose the copper and attach an L.E.D. On spinning the magnets the L.E.D. will light up.
 
This is a readymade hand operated FAN. It has no battery. On pressing the orange lever the fan will spin fast. Here you can see the spring operated orange lever and the gear train. Remove the fan propeller from this unit. Now attach the fan shaft to the generator shaft with the help of a ball pen refill coupling. Fix the generator on a Styrofoam mount. The model is complete. Now on pressing the orange lever the magnets inside the coil will spin and generate a current which will light the L.E.D.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar

Dubbed in Kannada by PK Nanawaty","wire, coil, battery, magnets, copper, current, stick, neodymium, light, spin, rubber, spinning, insulated, top, generator, rotating, train, attach, piece, lights, fix, inside, mount, rupner, shaft, complete, middle, insert, fast, remove, generate, cycle, straw, model, operated, hole, spoke, cylindrical, readymade, gauge, l.e.d, ball, wrap, lever, scrape, orange, expose, refill, coupling, push, press, gear, unit, repeatedly, reel, fan, pressing, handy, styrofoam, pen, spring, film, cut, hand, propeller, stiff",2 MIN 07 SEC,Handy Generator | Kannada,downloads/Handy Generator | Kannada.mp4
139,KANNADA - SIMPLE PAPER ELECTROSCOPE - 20 DEC 2016 -,2,Water and surfaces,https://www.youtube.com/watch?v=hWBcUqt4ZL0,"I read about the Gold Leaf Electroscope in my school textbook. But never saw one. But do you really need Gold Leaves to make an Electroscope? Not really. You can make do with simpler stuff. Take 20-cm of thick BARE copper wire. Bend a circle on one end. After placing a thick and thin plastic straw in the copper wire fold the other end of the wire into a hook. Weave the hook through the central hole of a thick card board circle. Press fit the card circle in the plastic straw. Cut two strips of paper 3-cm long and 1-cm wide. Punch a hole on one end. Hang the two strips on the hook. Place the card circle on a glass with the hook hanging. Now rub a PVC pipe with wool. Soon the pipe will acquire Electrical Charge. Bring the charged pipe close to the wire circle (DO NOT TOUCH IT). The charge from the pipe will travel through the copper wire to the hanging paper strips. As both strips will acquire the same charge and they will REPEL. You can see them visibly separated. On removing the pipe the strips return to their original position. You can see this glorious action in a CLOSE-UP. Instead of paper strips repeat this experiment with Aluminum Foil strips. Remember to this experiment on a dry day. On a wet, rainy day this experiment will be doomed to failure as the charge will leak out in the moist air.





Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta

Dubbed in Kannada by P K Nanawaty","glass, pipe, experiment, air, plastic, pvc, charged, charge, rupner, close, rub, wool, bring, circle, day, repeat, hang, placing, bend, wet, rainy, touch, paper, remember, thin, moist, removing, aluminum, hanging, acquire, glorious, foil, position, strips, travel, board, stuff, electroscope, gold, repel, visibly, dry, copper, school, original, doomed, failure, leak, textbook, action, simpler, return, hook, read, hole, thick, separated, wire, straw, punch, fit, press, cut, central, leaves, leaf, electrical, bare, wide, card, weave, fold",2 MIN 14 SEC,Simple Paper Electroscope | Kannada,downloads/Simple Paper Electroscope | Kannada.mp4
140,KANNADA - MATCH BOX TRAIN - 17 NOV 2009 -,8,Paper folding,http://www.youtube.com/watch?v=2xUXNyeB3IU,"Make an amazing moving train using an old matchbox and some string. The string loop held in both hands looks like the railway line. On moving one hand the matchbox goes forward in one direction. 
http://www.arvindguptatoys.com/toys/matchboxtrain.html ","line, loop, direction, string, matchbox, hand, amazing, hands, moving, railway, matchboxtrain.html, held, train, forward",1 MIN 30 SEC,MATCHBOX TRAIN - KANNADA - 21 MB,downloads/MATCHBOX TRAIN - KANNADA - 21 MB.mp4
141,KANNADA - CLIMBING BUTTERFLY - 04 NOV 2009 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=376aQXWFORk,"As you pull the threads of this butterfly alternately it surprisingly climbs up. On releasing the tension in the threads the butterfly comes down because of its own weight. This magnificent toy is made using an old card, thread, refill and an ice-cream stick.
http://www.arvindguptatoys.com/toys/climbingbutterfly.html","stick, card, thread, refill, ice, pull, cream, releasing, threads, surprisingly, alternately, tension, climbs, climbingbutterfly.html, magnificent, weight, butterfly",2 MIN,CLIMBING BUTTERFLY - KANNADA - 20 MB,downloads/CLIMBING BUTTERFLY - KANNADA - 20 MB.mp4
142,KANNADA - POTATO INERTIA - 26 JAN 2011 -,6,Mixing and reactions,http://www.youtube.com/watch?v=B4Yknl0W434,"Can you lift a potato with a straw without touching the potato with your hands? Close the tip of the straw with your finger and strike the potato hard with it. The straw will pierce the potato and you will be able to lift it. Potato has inertia and when hit hard the straw pierces it. 
http://www.arvindguptatoys.com/toys/potatoinertia.html ","straw, potato, hard, close, hands, touching, strike, finger, lift, hit, inertia, pierce, pierces, potatoinertia.html, tip",46 SECONDS,POTATO INERTIA  - KANNADA - 9MB.wmv,downloads/POTATO INERTIA  - KANNADA - 9MB.wmv.mp4
144,KANNADA - MOVING MONKEYS - 26 JAN 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=O4UdXZjHyZw,"A stiff straw piece is vertically tied to one end of an ice-cream stick. On the other hand are two thick card monkeys. A cut rubber band is woven through the straw and kept in tension. On releasing the stick in will fall in small funny jerks. This fascinating toy will keep you entertained for hours.
http://www.arvindguptatoys.com/toys/Movingmonkeys.html ","stick, straw, card, cut, rubber, ice, stiff, piece, cream, fall, releasing, hand, thick, vertically, hours, tied, jerks, fascinating, tension, woven, funny, entertained, monkeys, movingmonkeys.html, band",1 MIN 42 SEC,MOVING MONKEYS -  KANNADA -  20MB,downloads/MOVING MONKEYS -  KANNADA -  20MB.mp4
145,KANNADA - SHIMMERING FISH - 26 JAN 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=gf04vnASKWs,"A pen cap is mounted off-center in a vertical thread held in tension. A screw is attached to the pen cap to make it heavy. On releasing the pen falls in short jerks. Now stick a paper fish to the cap. It will fall in short jerks and will look like a Shimmering Fish. 
http://www.arvindguptatoys.com/toys/shimmeringfish.html ","stick, pen, center, thread, paper, mounted, heavy, cap, attached, fall, releasing, vertical, short, jerks, screw, held, tension, shimmering, falls, shimmeringfish.html, fish",1 MIN 36 SEC,SHIMMERING FISH - KANNADA  - 21MB,downloads/SHIMMERING FISH - KANNADA  - 21MB.mp4
146,KANNADA - SHIMMERING MATCHBOX - 26 JAN 2011 -,8,Paper folding,http://www.youtube.com/watch?v=MZmNohR2Jq0,"Fix two paper clips on the edges of a matchbox shell. Weave the thread through the clips and tie beads on both ends. To make it work well you may have to push-pull and adjust drawer. Hold the thread taut vertical and let the matchbox go. The matchbox will come down shimmering in very short jerks. 
http://www.arvindguptatoys.com/toys/shimmeringmatchbox.html ","paper, edges, hold, thread, pull, weave, matchbox, short, tie, push, beads, fix, vertical, shell, clips, drawer, taut, adjust, jerks, shimmering, shimmeringmatchbox.html",1 MIN 06 SEC,SHIMMERING MATCHBOX -  KANNADA  - 14MB,downloads/SHIMMERING MATCHBOX -  KANNADA  - 14MB.mp4
147,"KANNADA – GO,  NO-GO MATCHBOX - 10 OCT 2010 -",4,Electricity and magnets,http://www.youtube.com/watch?v=8P89BEAcV9E,"This obedient matchbox can be made in just a few minutes. Stick a coin in a matchbox drawer to make it heavy. The thread in the drawer passes over a refill ""hillock"". When the thread is loose the matchbox slides down by its weight. When the thread is stretched, the matchbox brakes and stops. Stick a spider to animate the toy.","stick, thread, loose, weight, minutes, passes, stretched, stops, refill, spider, slides, drawer, brakes, hillock, obedient, animate, matchbox, heavy, coin",1 MIN 50 SEC,"GO, NO-GO, MATCHBOX  - KANNADA - 22MB.wmv","downloads/GO, NO-GO, MATCHBOX  - KANNADA - 22MB.wmv.mp4"
148,KANNADA - LIFT RICE - 26 JAN 2011 -,3,Heat and air,http://www.youtube.com/watch?v=QxgjIwpWI_A,"You can lift rice in a very ingenious way. Fill a glass bottle to the top with rice. Push the blade of a long screwdriver in the rice. Remove the screwdriver and repeat this action a few more times. This will bring the grains of rice together. The rice grains will now press hard on the screwdriver blade. Finally, lift the screwdriver and the bottle with the rice will lift with it.  
http://www.arvindguptatoys.com/toys/liftrice.html","glass, bottle, top, lift, fill, repeat, push, hard, rice, press, finally, screwdriver, bring, blade, action, remove, grains, times, ingenious, liftrice.html",1 MIN 29 SEC,LIFT RICE  - KANNADA - 20MB.wmv,downloads/LIFT RICE  - KANNADA - 20MB.wmv.mp4
